Date,Quantity,Amount,RollingAverageSalesQuantity,RollingAverageSalesAmount
2023-10-11,2,240.0,6.142857142857143,725.7142857142857
2023-10-12,6,540.0,6.714285714285714,517.1428571428571
2023-10-13,3,4500.0,6.571428571428571,1017.1428571428571
2023-10-14,2,600.0,6.0,1068.5714285714287
2023-10-15,4,120.0,4.428571428571429,1042.857142857143
2023-10-16,8,480.0,4.285714285714286,982.8571428571429
2023-10-17,6,1200.0,4.428571428571429,1097.142857142857
2023-10-18,3,540.0,4.571428571428571,1140.0
2023-10-19,5,225.0,4.428571428571429,1095.0
2023-10-20,10,400.0,5.428571428571429,509.2857142857143
2023-10-21,7,3500.0,6.142857142857143,923.5714285714286
2023-10-22,1,600.0,5.714285714285714,992.1428571428571
2023-10-23,3,210.0,5.0,953.5714285714286
2023-10-24,20,200.0,7.0,810.7142857142857
2023-10-25,4,1600.0,7.142857142857143,962.1428571428571
2023-10-26,2,1400.0,6.714285714285714,1130.0
2023-10-27,3,450.0,5.714285714285714,1137.142857142857
2023-10-28,8,560.0,5.857142857142857,717.1428571428571
2023-10-29,1,800.0,5.857142857142857,745.7142857142857
2023-10-30,1,900.0,5.571428571428571,844.2857142857143
2023-10-31,5,175.0,3.4285714285714284,840.7142857142857
2023-11-01,5,6000.0,3.5714285714285716,1469.2857142857142
2023-11-01,8,6400.0,4.428571428571429,2183.5714285714284
2023-11-02,10,1500.0,5.428571428571429,2333.5714285714284
2023-11-03,3,150.0,4.714285714285714,2275.0
2023-11-04,7,560.0,5.571428571428571,2240.714285714286
2023-11-05,2,2000.0,5.714285714285714,2397.8571428571427
2023-11-06,4,1000.0,5.571428571428571,2515.714285714286
2023-11-07,6,240.0,5.714285714285714,1692.857142857143
2023-11-08,15,300.0,6.714285714285714,821.4285714285714
2023-11-09,9,900.0,6.571428571428571,735.7142857142857
2023-11-10,5,400.0,6.857142857142857,771.4285714285714
2023-11-11,2,240.0,6.142857142857143,725.7142857142857
2023-11-12,6,540.0,6.714285714285714,517.1428571428571
2023-11-13,3,4500.0,6.571428571428571,1017.1428571428571
2023-11-14,2,600.0,6.0,1068.5714285714287
2023-11-15,4,120.0,4.428571428571429,1042.857142857143
2023-11-16,8,480.0,4.285714285714286,982.8571428571429
2023-11-17,6,1200.0,4.428571428571429,1097.142857142857
2023-11-18,3,540.0,4.571428571428571,1140.0
2023-11-19,5,225.0,4.428571428571429,1095.0
2023-11-20,10,400.0,5.428571428571429,509.2857142857143
2023-11-21,7,3500.0,6.142857142857143,923.5714285714286
2023-11-22,1,600.0,5.714285714285714,992.1428571428571
2023-11-23,3,210.0,5.0,953.5714285714286
2023-11-24,20,200.0,7.0,810.7142857142857
2023-11-25,4,1600.0,7.142857142857143,962.1428571428571
2023-11-26,2,1400.0,6.714285714285714,1130.0
2023-11-27,3,450.0,5.714285714285714,1137.142857142857
2023-11-28,8,560.0,5.857142857142857,717.1428571428571
2023-11-29,1,800.0,5.857142857142857,745.7142857142857
2023-11-30,1,900.0,5.571428571428571,844.2857142857143
2023-12-01,5,6000.0,3.4285714285714284,1672.857142857143
2023-12-01,8,6400.0,4.0,2358.5714285714284
2023-12-02,10,1500.0,5.142857142857143,2372.8571428571427
2023-12-03,3,150.0,5.142857142857143,2330.0
2023-12-04,7,560.0,5.0,2330.0
2023-12-05,2,2000.0,5.142857142857143,2501.4285714285716
2023-12-06,4,1000.0,5.571428571428571,2515.714285714286
2023-12-07,6,240.0,5.714285714285714,1692.857142857143
2023-12-08,15,300.0,6.714285714285714,821.4285714285714
2023-12-09,9,900.0,6.571428571428571,735.7142857142857
2023-12-10,5,400.0,6.857142857142857,771.4285714285714
2023-12-11,2,240.0,6.142857142857143,725.7142857142857
2023-12-12,6,540.0,6.714285714285714,517.1428571428571
2023-12-13,3,4500.0,6.571428571428571,1017.1428571428571
2023-12-14,2,600.0,6.0,1068.5714285714287
2023-12-15,4,120.0,4.428571428571429,1042.857142857143
2023-12-16,8,480.0,4.285714285714286,982.8571428571429
2023-12-17,6,1200.0,4.428571428571429,1097.142857142857
2023-12-18,3,540.0,4.571428571428571,1140.0
2023-12-19,5,225.0,4.428571428571429,1095.0
2023-12-20,10,400.0,5.428571428571429,509.2857142857143
2023-12-21,7,3500.0,6.142857142857143,923.5714285714286
2023-12-22,1,600.0,5.714285714285714,992.1428571428571
2023-12-23,3,210.0,5.0,953.5714285714286
2023-12-24,20,200.0,7.0,810.7142857142857
2023-12-25,4,1600.0,7.142857142857143,962.1428571428571
2023-12-26,2,1400.0,6.714285714285714,1130.0
2023-12-27,3,450.0,5.714285714285714,1137.142857142857
2023-12-28,8,560.0,5.857142857142857,717.1428571428571
2023-12-29,1,800.0,5.857142857142857,745.7142857142857
2023-12-30,1,900.0,5.571428571428571,844.2857142857143
2023-12-31,5,175.0,3.4285714285714284,840.7142857142857
2024-01-01,5,6000.0,3.5714285714285716,1469.2857142857142
2024-01-01,8,6400.0,4.428571428571429,2183.5714285714284
2024-01-01,10,1500.0,5.428571428571429,2333.5714285714284
2024-01-01,3,150.0,4.714285714285714,2275.0
2024-01-01,7,560.0,5.571428571428571,2240.714285714286
2024-01-02,4,800.0,6.0,2226.4285714285716
2024-01-02,5,150.0,6.0,2222.8571428571427
2024-01-02,3,360.0,5.714285714285714,1417.142857142857
2024-01-02,12,300.0,6.285714285714286,545.7142857142857
2024-01-02,4,1000.0,5.428571428571429,474.2857142857143
2024-01-03,6,240.0,5.857142857142857,487.14285714285717
2024-01-03,15,300.0,7.0,450.0
2024-01-03,8,1200.0,7.571428571428571,507.14285714285717
2024-01-03,3,360.0,7.285714285714286,537.1428571428571
2024-01-03,2,140.0,7.142857142857143,505.7142857142857
2024-01-04,7,560.0,6.428571428571429,542.8571428571429
2024-01-04,2,2000.0,6.142857142857143,685.7142857142857
2024-01-04,10,250.0,6.714285714285714,687.1428571428571
2024-01-04,5,900.0,5.285714285714286,772.8571428571429
2024-01-04,4,140.0,4.714285714285714,621.4285714285714
2024-01-05,3,900.0,4.714285714285714,698.5714285714286
2024-01-05,6,540.0,5.285714285714286,755.7142857142857
2024-01-05,2,1200.0,4.571428571428571,847.1428571428571
2024-01-05,6,240.0,5.142857142857143,595.7142857142857
2024-01-05,7,560.0,4.714285714285714,640.0
2024-01-05,2,2000.0,4.285714285714286,797.1428571428571
2024-01-06,4,1000.0,4.285714285714286,920.0
2024-01-07,6,240.0,4.714285714285714,825.7142857142857
2024-01-08,15,300.0,6.0,791.4285714285714
2024-01-09,9,900.0,7.0,748.5714285714286
2024-01-10,5,400.0,6.857142857142857,771.4285714285714
2024-01-11,2,240.0,6.142857142857143,725.7142857142857
2024-01-12,6,540.0,6.714285714285714,517.1428571428571
2024-01-13,3,4500.0,6.571428571428571,1017.1428571428571
2024-01-14,2,600.0,6.0,1068.5714285714287
